ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11646166,JC213529,09-01-2018 00:01,082XX S INGLESIDE AVE,810,THEFT,OVER $500,RESIDENCE,FALSE,TRUE,631,6,8,44,6,,,2018,04-06-2019 16:04,,,
11645836,JC212333,05-01-2016 00:25,055XX S ROCKWELL ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,824,8,15,63,11,,,2016,04-06-2019 16:04,,,
11449702,JB373031,07/31/2018 01:30:00 PM,009XX E HYDE PARK BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,233,2,5,41,18,,,2018,04-09-2019 16:24,,,
11643334,JC209972,12/19/2018 04:30:00 PM,056XX W WELLINGTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2514,25,31,19,14,,,2018,04-04-2019 16:16,,,
11645527,JC212744,02-02-2015 10:00,069XX W ARCHER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,FALSE,FALSE,811,8,23,56,11,,,2015,04-06-2019 16:04,,,
11034701,JA366925,01-01-2001 11:00,016XX E 86TH PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,412,4,8,45,11,,,2001,08-05-2017 15:50,,,
10224881,HY411873,09-03-2015 18:00,044XX S UNIVERSITY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,222,2,4,39,14,1184667,1875669,2015,02-10-2018 15:50,41.81399924,-87.59813792,"(41.81399924, -87.598137918)"
11230640,JB152083,12-04-2017 00:00,035XX S MICHIGAN AVE,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,GOVERNMENT BUILDING/PROPERTY,TRUE,FALSE,213,2,3,35,26,,,2017,04-12-2018 15:55,,,
11645648,JC212959,01-01-2018 08:00,024XX N MONITOR AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,2515,25,30,19,11,,,2018,04-06-2019 16:04,,,
11645959,JC211511,12/20/2018 04:00:00 PM,045XX N ALBANY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,1724,17,33,14,08A,,,2018,04-06-2019 16:04,,,
11645557,JC212685,04-01-2018 00:01,080XX S VERNON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,631,6,6,44,11,,,2018,04-06-2019 16:04,,,
10225155,HY412177,09-05-2015 22:42,007XX W IRVING PARK RD,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,1915,19,46,3,24,1170563,1926785,2015,02-10-2018 15:50,41.95458447,-87.64837578,"(41.954584472, -87.648375776)"
11223717,JB141803,02-04-2018 15:25,044XX W WASHINGTON BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,1113,11,28,26,11,,,2018,02-11-2018 15:57,,,
11160773,JA515078,11/17/2017 09:45:00 AM,033XX W FILLMORE ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,1134,11,24,29,18,,,2017,02/17/2018 03:52:55 PM,,,
11645601,JC212935,06-01-2014 00:01,087XX S SANGAMON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,2222,22,21,71,11,,,2014,04-06-2019 16:04,,,
10225206,HY412253,09-06-2015 01:10,047XX S STATE ST,041A,BATTERY,AGGRAVATED: HANDGUN,VACANT LOT/LAND,FALSE,FALSE,224,2,3,38,04B,1177070,1873609,2015,02-10-2018 15:50,41.80852139,-87.62606631,"(41.80852139, -87.62606631)"
11646293,JC213749,12/20/2018 03:00:00 PM,023XX N LOCKWOOD AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,FALSE,FALSE,2515,25,36,19,11,,,2018,04-06-2019 16:04,,,
10225234,HY412306,09-06-2015 02:00,002XX N ST LOUIS AVE,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,FALSE,FALSE,1123,11,28,27,04B,1153006,1901570,2015,02-10-2018 15:50,41.88575928,-87.71358804,"(41.885759278, -87.713588042)"
11645833,JC213044,05-05-2012 12:25,057XX W OHIO ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,1511,15,29,25,11,,,2012,04-06-2019 16:04,,,
11227287,JB147188,10-08-2017 03:00,092XX S RACINE AVE,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,FALSE,FALSE,2222,22,21,73,2,,,2017,02-11-2018 15:57,,,
11227583,JB147595,03/28/2017 02:00:00 PM,026XX W 79TH ST,620,BURGLARY,UNLAWFUL ENTRY,OTHER,FALSE,FALSE,835,8,18,70,5,,,2017,02-11-2018 15:57,,,
11227293,JB147230,09-09-2017 20:17,060XX S EBERHART AVE,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,313,3,20,42,6,,,2017,02-11-2018 15:57,,,
11227634,JB147599,08/26/2017 10:00:00 AM,001XX W RANDOLPH ST,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,HOTEL/MOTEL,FALSE,FALSE,122,1,42,32,2,,,2017,02-11-2018 15:57,,,
10225308,HY412341,09-06-2015 02:35,013XX W ADDISON ST,2230,LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,SIDEWALK,TRUE,FALSE,1923,19,44,6,22,1166847,1924028,2015,09/17/2015 11:37:18 AM,41.94709983,-87.66211567,"(41.947099832, -87.662115668)"
11645568,JC212803,12/18/2018 11:00:00 AM,032XX N WILTON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1924,19,44,6,11,,,2018,04-06-2019 16:04,,,
11227517,JB138481,02-10-2013 00:00,071XX S LAFAYETTE AVE,266,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,FALSE,TRUE,731,7,6,69,2,,,2013,08/30/2020 03:45:17 PM,,,
11227503,JB146383,01-01-2015 00:01,061XX S KILBOURN AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,FALSE,TRUE,813,8,13,65,17,,,2015,04-12-2019 16:00,,,
10225349,HY412480,09-06-2015 00:01,071XX S CENTRAL PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE-GARAGE,FALSE,FALSE,833,8,13,65,14,1153542,1857042,2015,02-10-2018 15:50,41.76355798,-87.71280073,"(41.763557981, -87.712800734)"
11037294,JA371270,03/18/2015 12:00:00 PM,0000X W WACKER DR,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,FALSE,FALSE,111,1,42,32,11,,,2015,08-01-2017 15:52,,,
11227508,JB146365,01-01-2017 00:01,027XX S WHIPPLE ST,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,FALSE,FALSE,1033,10,12,30,2,,,2017,02-11-2018 15:57,,,
11022695,JA353568,07/17/2017 10:10:00 AM,021XX W MC LEAN AVE,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,1432,14,32,22,6,,,2017,07/24/2017 03:54:23 PM,,,
10225475,HY412510,09-05-2015 20:00,059XX S KOLIN AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,813,8,13,65,5,1148387,1864813,2015,02-10-2018 15:50,41.78498338,-87.73149582,"(41.784983382, -87.731495823)"
11227633,JB147500,12/28/2017 03:55:00 PM,011XX S MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,123,1,2,32,11,,,2017,02-11-2018 15:57,,,
11227586,JB147613,02-10-2017 12:00,089XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,633,6,8,44,14,,,2017,02-11-2018 15:57,,,
11227475,JB147314,11/22/2017 02:42:00 AM,056XX N CHRISTIANA AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,TRUE,1711,17,39,13,26,,,2017,02-11-2018 15:57,,,
2053775,HH271612,03/28/2002 08:40:00 PM,004XX E 59 ST,460,BATTERY,SIMPLE,STREET,FALSE,TRUE,234,2,,,08B,,,2002,08/17/2015 03:03:40 PM,,,
11227247,JB147078,01-01-2012 09:00,105XX S INDIANAPOLIS AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,432,4,10,52,11,,,2012,02-11-2018 15:57,,,
11036284,JA370282,07/29/2017 03:40:00 PM,014XX W Devon Ave,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,2432,24,40,1,6,,,2017,08-05-2017 15:50,,,
11227509,JB146413,01/22/2017 12:01:00 AM,079XX S JEFFERY BLVD,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,FALSE,FALSE,414,4,8,46,20,,,2017,02-11-2018 15:57,,,
11227407,JB147329,10/14/2017 12:01:00 AM,037XX N SOUTHPORT AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,FALSE,FALSE,1922,19,44,6,11,,,2017,02/22/2018 03:56:47 PM,,,
11028056,JA359834,10/15/2014 03:00:00 PM,047XX S PULASKI RD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,821,8,14,57,11,,,2014,07/24/2017 03:54:23 PM,,,
10225582,HY412847,09-04-2015 20:50,059XX N GLENWOOD AVE,820,THEFT,$500 AND UNDER,PARK PROPERTY,FALSE,FALSE,2013,20,48,77,6,1165910,1939379,2015,02-10-2018 15:50,41.98924362,-87.66511973,"(41.989243623, -87.665119726)"
11028299,JA360073,05/30/2015 12:00:00 AM,074XX S HARVARD AVE,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,FALSE,TRUE,731,7,17,69,2,,,2015,05/15/2018 03:52:47 PM,,,
11028290,JA360134,05/30/2015 12:00:00 AM,074XX S HARVARD AVE,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,FALSE,TRUE,731,7,17,69,2,,,2015,05/22/2018 04:05:33 PM,,,
11028448,JA360336,01-01-2015 00:00,051XX W HURON ST,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,TRUE,TRUE,1532,15,37,25,2,,,2015,09-02-2019 15:57,,,
11041422,JA375398,07/29/2017 10:00:00 AM,022XX W WINNEMAC AVE,810,THEFT,OVER $500,RESIDENCE-GARAGE,FALSE,FALSE,2031,20,47,4,6,,,2017,08-05-2017 15:50,,,
11042125,JA376558,12/16/2011 12:00:00 AM,003XX W 64TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,722,7,20,68,11,,,2011,08-05-2017 15:50,,,
11042141,JA376559,05/16/2013 12:00:00 AM,003XX W 64TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,722,7,20,68,11,,,2013,08-05-2017 15:50,,,
11227505,JB146342,06-01-2017 00:01,115XX S ABERDEEN ST,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,FALSE,TRUE,524,5,34,53,17,,,2017,09-04-2019 16:07,,,
11039126,JA371798,01-01-2007 00:01,009XX N DRAKE AVE,266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,FALSE,FALSE,1121,11,27,23,2,,,2007,10/21/2017 03:44:12 PM,,,
11042582,JA377037,01-01-2011 00:01,054XX S CALIFORNIA AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,TRUE,TRUE,923,9,14,63,2,,,2011,08/13/2017 03:50:54 PM,,,
11042759,JA376850,07-08-2013 16:10,056XX N KENMORE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,2022,20,48,77,11,,,2013,08-05-2017 15:50,,,
11042763,JA376821,07/27/2017 01:00:00 AM,019XX W AINSLIE ST,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,2032,20,47,4,6,,,2017,08-05-2017 15:50,,,
11227495,JB147292,03/20/2014 09:00:00 AM,003XX E ERIE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,1834,18,42,8,11,,,2014,02-11-2018 15:57,,,
11042867,JA374764,01-01-2015 00:01,086XX S MANISTEE AVE,266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,FALSE,FALSE,423,4,7,46,2,,,2015,08-05-2017 15:50,,,
11042911,JA376915,01-01-2013 12:00,034XX N WESTERN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,BANK,FALSE,FALSE,1921,19,47,5,11,,,2013,08-05-2017 15:50,,,
11042905,JA374476,01-01-2003 00:01,056XX S ARTESIAN AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,FALSE,FALSE,824,8,15,63,17,,,2003,10/27/2018 04:00:07 PM,,,
11042930,JA374409,01-01-2010 00:01,080XX S MARSHFIELD AVE,266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,FALSE,FALSE,611,6,21,71,2,,,2010,08-05-2017 15:50,,,
11042931,JA374193,01-01-2015 00:01,069XX S STEWART AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,FALSE,FALSE,731,7,6,68,17,,,2015,08-05-2017 15:50,,,
11042934,JA374701,01/27/2015 12:01:00 AM,044XX S CALUMET AVE,266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,FALSE,FALSE,215,2,3,38,2,,,2015,08-05-2017 15:50,,,
11042861,JA374153,01-01-2007 00:01,026XX W 21ST ST,266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,FALSE,FALSE,1023,10,28,30,2,,,2007,10/21/2017 03:44:12 PM,,,
11042901,JA374744,04-01-2015 00:01,051XX S MARSHFIELD AVE,291,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,APARTMENT,FALSE,FALSE,932,9,16,61,2,,,2015,08-12-2017 15:48,,,
11042927,JA374449,01-01-2015 00:01,022XX N AVERS AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,TRUE,2525,25,30,22,20,,,2015,08/25/2017 03:48:04 PM,,,
11042914,JA374555,01-01-2008 00:01,011XX S WHIPPLE ST,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,FALSE,TRUE,1134,11,28,29,2,,,2008,08/19/2017 03:48:07 PM,,,
11042939,JA376124,01-01-2015 00:01,049XX S LECLAIRE AVE,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,FALSE,FALSE,814,8,23,56,2,,,2015,08-05-2017 15:50,,,
11043021,JA367631,10/19/2016 07:00:00 PM,075XX S YATES BLVD,610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,FALSE,FALSE,421,4,7,43,5,,,2016,08-05-2017 15:50,,,
11227569,JB147582,10-01-2017 00:00,004XX E 71ST ST,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,APARTMENT,FALSE,FALSE,323,3,6,69,17,,,2017,02-11-2018 15:57,,,
11042938,JA377035,01-01-2007 00:01,019XX N HARLEM AVE,266,CRIM SEXUAL ASSAULT,PREDATORY,DAY CARE CENTER,FALSE,FALSE,2513,25,36,25,2,,,2007,08/19/2017 03:48:07 PM,,,
11227513,JB137941,09-01-2017 09:00,030XX W HARRISON ST,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1134,11,28,27,17,,,2017,02-11-2018 15:57,,,
11652235,JC220532,12-01-2017 10:45,0000X E 89TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,634,6,9,44,11,,,2017,04-12-2019 16:08,,,
10225905,HY413277,09-06-2015 21:48,088XX S BURLEY AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,TRUE,FALSE,424,4,7,46,26,1199205,1846953,2015,02-10-2018 15:50,41.73484723,-87.54577705,"(41.734847232, -87.545777045)"
1744168,G553545,09/15/2001 02:00:00 AM,013XX W POLK ST,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1213,12,,,08B,,,2001,08/17/2015 03:03:40 PM,,,
11641644,JC207234,03/31/2019 09:30:00 AM,005XX N ogden ave,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1215,12,1,24,6,,,2019,04-07-2019 16:05,,,
10226034,HY413458,09-07-2015 00:11,011XX S MASON AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,ALLEY,FALSE,FALSE,1513,15,29,25,15,1136892,1894432,2015,02-10-2018 15:50,41.86647573,-87.77293391,"(41.866475734, -87.772933914)"
10581023,HZ329792,09-01-2014 08:00,0000X E LAKE ST,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,OTHER,TRUE,FALSE,111,1,42,32,12,,,2014,03-01-2018 15:52,,,
10898827,HW262738,05-06-2013 14:45,090XX S HOUSTON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,424,4,10,46,18,,,2013,08-05-2017 15:48,,,
1833988,G666677,11-02-2001 18:30,002XX W CONGRESS PW,810,THEFT,OVER $500,OTHER,FALSE,FALSE,131,1,,,6,,,2001,08/17/2015 03:03:40 PM,,,
10226072,HY413492,09-07-2015 02:10,013XX N MILWAUKEE AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1424,14,1,24,08B,1164309,1909321,2015,09/17/2015 11:37:18 AM,41.9067971,-87.67186166,"(41.906797102, -87.671861659)"
10226075,HY413504,09-07-2015 02:31,008XX W JACKSON BLVD,460,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,1232,12,27,28,08B,1170954,1898857,2015,02-10-2018 15:50,41.87794002,-87.64775912,"(41.87794002, -87.647759117)"
11610673,JC169605,03-07-2018 21:00,048XX N Drake Ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,1712,17,33,14,11,,,2018,03-02-2019 16:09,,,
11243066,JB168427,03/29/2016 07:00:00 AM,067XX S RIDGELAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,FALSE,FALSE,332,3,5,43,11,,,2016,03-01-2018 15:54,,,
11243056,JB168410,12/13/2017 12:01:00 AM,005XX W OHARE ST,810,THEFT,OVER $500,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,FALSE,FALSE,1654,16,41,76,6,,,2017,03-01-2018 15:54,,,
11243415,JB168962,12/18/2017 09:00:00 AM,025XX W BIRCHWOOD AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,FALSE,FALSE,2411,24,50,2,11,,,2017,03-01-2018 15:54,,,
11605776,JC164503,02/24/2019 02:00:00 AM,009XX W FULLERTON AVE,810,THEFT,OVER $500,CTA TRAIN,FALSE,FALSE,1812,18,43,7,6,,,2019,03-03-2019 16:04,,,
11243873,JB168420,02/28/2017 12:00:00 AM,110XX S VERNON AVE,265,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,RESIDENCE,TRUE,TRUE,513,5,9,49,2,,,2017,07/23/2020 05:53:34 PM,,,
11247382,JB174162,01-01-2016 00:00,028XX W 22ND PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,FALSE,FALSE,1033,10,12,30,11,,,2016,03-06-2018 16:00,,,
11646766,JC214025,01-01-2018 09:10,019XX N KENMORE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,1811,18,43,7,11,,,2018,04-07-2019 16:05,,,
11243020,HZ184094,03-11-2016 23:00,052XX N ST LOUIS AVE,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1712,17,39,13,2,,,2016,03-01-2018 15:54,,,
11616014,JC173495,11-01-2018 00:01,072XX S ASHLAND AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,735,7,17,67,6,,,2018,03-08-2019 16:36,,,
11243258,JB167849,01-01-2017 00:01,045XX N HAMLIN AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,FALSE,TRUE,1723,17,39,14,20,,,2017,05/15/2018 03:52:47 PM,,,
11243109,JB168444,12/14/2017 12:15:00 PM,020XX S CLARK ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,131,1,3,33,26,,,2017,03-01-2018 15:54,,,
10226319,HY413800,09-07-2015 10:34,016XX W HOWARD ST,4625,OTHER OFFENSE,PAROLE VIOLATION,PARK PROPERTY,TRUE,FALSE,2422,24,49,1,26,1164177,1950345,2015,02-10-2018 15:50,42.0193715,-87.67118199,"(42.019371503, -87.671181992)"
11243511,JB168893,02/20/2018 04:21:00 PM,005XX W ARLINGTON PL,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1935,19,43,7,6,,,2018,03-01-2018 15:54,,,
10226368,HY413764,09-06-2015 01:00,030XX N MILWAUKEE AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,2523,25,35,21,3,1151479,1919855,2015,02-10-2018 15:50,41.93596514,-87.71871438,"(41.935965143, -87.718714382)"
10226395,HY413819,09-07-2015 11:15,006XX S INDEPENDENCE BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,GAS STATION,FALSE,TRUE,1133,11,24,27,08B,1151362,1897015,2015,02-10-2018 15:50,41.87329229,-87.71974478,"(41.873292286, -87.719744775)"
11243026,JB168257,11/15/2017 02:00:00 PM,012XX W ARTHINGTON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,1231,12,2,28,11,,,2017,03-01-2018 15:54,,,
11243839,JB165874,11-05-2017 08:00,084XX S PARNELL AVE,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,622,6,21,71,6,,,2017,03-01-2018 15:54,,,
11242963,JB168261,11-01-2014 09:00,009XX N TRUMBULL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1121,11,27,23,11,,,2014,03-01-2018 15:54,,,
11243412,JB168772,08/24/2017 03:18:00 PM,057XX S CICERO AVE,810,THEFT,OVER $500,RESTAURANT,TRUE,FALSE,813,8,23,56,6,,,2017,03/15/2018 03:53:30 PM,,,
11243580,JB169163,08/17/2017 10:00:00 AM,061XX N NORTHWEST HWY,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1611,16,41,10,6,,,2017,03-01-2018 15:54,,,
11243268,JB167760,01-01-2017 00:01,047XX N CLARK ST,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,APARTMENT,FALSE,FALSE,1913,19,47,3,17,,,2017,09/13/2018 03:56:52 PM,,,
1896258,G749215,12/15/2001 02:00:00 AM,011XX N STATE ST,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1824,18,,,08B,,,2001,08/17/2015 03:03:40 PM,,,
11037549,JA371812,07/30/2017 04:00:00 AM,004XX N DEARBORN ST,870,THEFT,POCKET-PICKING,ALLEY,FALSE,FALSE,1831,18,42,8,6,,,2017,08-06-2017 15:53,,,
11642710,JC209088,03/31/2019 01:00:00 AM,015XX N WELLS ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1821,18,27,8,6,,,2019,04-07-2019 16:05,,,
11615748,JC176534,03-05-2017 09:00,025XX W JEROME ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,FALSE,FALSE,2411,24,50,2,11,,,2017,03-08-2019 16:36,,,
11223707,JB141873,02-05-2018 00:00,061XX N KENMORE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,2433,24,48,77,26,,,2018,02-12-2018 15:49,,,
11227940,JB148122,01-01-2016 11:00,108XX S CALUMET AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,513,5,9,49,11,,,2016,02-12-2018 15:49,,,
11646565,JC212945,11-01-2018 12:00,089XX S SOUTH CHICAGO AVE,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,GAS STATION,FALSE,FALSE,423,4,7,46,7,,,2018,04-07-2019 16:05,,,
11615919,JC176746,08-03-2009 10:00,008XX W GRACE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,1923,19,46,6,11,,,2009,03-08-2019 16:36,,,
11646447,JC213946,10/24/2008 02:30:00 PM,036XX N NARRAGANSETT AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,1633,16,36,17,11,,,2008,04-07-2019 16:05,,,
11228287,JB148482,01-03-2018 15:45,0000X W C1 ST,810,THEFT,OVER $500,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,FALSE,FALSE,1651,16,41,76,6,,,2018,02-12-2018 15:49,,,
2094743,HH325023,04/23/2002 01:00:00 AM,002XX W OHIO ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1831,18,,,6,,,2002,08/17/2015 03:03:40 PM,,,
12016052,JD193500,03/18/2020 11:15:00 PM,009XX W MONTANA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,FALSE,FALSE,1932,19,43,7,14,,,2020,03/25/2020 03:47:29 PM,,,
11646550,JC214099,10-04-2018 12:00,092XX S PERRY AVE,1120,DECEPTIVE PRACTICE,FORGERY,OTHER,FALSE,FALSE,634,6,21,49,10,,,2018,04-07-2019 16:05,,,
11227960,JB148137,10/20/2017 09:00:00 AM,008XX N PAULINA ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,TRUE,1213,12,1,24,26,,,2017,02-12-2018 15:49,,,
